date,region,sales,orders,total_sessions,total_carts,total_checkouts,total_pageviews
23/10/2023,México,13958.24,28,5628,241,136,17386
22/04/2024,Nayarit,13979.96,2,177,3,2,432
22/04/2024,Veracruz,13994.7,9,2136,66,32,6216
27/03/2024,Aguascalientes,13999.29,2,372,15,6,1059
23/05/2024,Zacatecas,13999.86,4,716,13,12,1810
11/07/2024,Quintana Roo,13999.97,4,1425,41,23,3962
04/07/2024,Baja California Sur,13999.98,1,337,20,6,1003
11/01/2024,Baja California Sur,13999.98,2,246,7,8,909
20/12/2023,Oaxaca,13999.98,2,230,10,8,546
04/02/2024,Guerrero,13999.98,1,385,21,11,1136
02/01/2024,Hidalgo,13999.98,2,447,24,22,1550
02/06/2024,Guanajuato,13999.98,2,946,26,18,2594
05/06/2024,Puebla,13999.98,2,1293,63,39,3495
03/01/2024,Tlaxcala,13999.98,2,183,10,11,527
12/04/2024,Chiapas,13999.98,2,545,19,14,1912
27/08/2023,Durango,13999.98,2,242,10,3,646
13/12/2023,Hidalgo,13999.98,2,671,21,21,1950
01/02/2024,Tlaxcala,13999.98,1,183,12,10,547
16/06/2024,Tabasco,13999.98,2,728,30,16,2283
13/12/2023,Oaxaca,13999.98,2,353,24,24,1195
22/07/2024,Veracruz,14010.91,19,3305,167,71,10978
24/11/2023,Sinaloa,14033.93,17,1887,103,62,6643
17/11/2023,Durango,14044.89,6,406,14,14,1204
29/12/2023,Hidalgo,14049.89,3,429,28,25,1340
09/08/2024,Chihuahua,14055.61,7,1597,66,25,5051
27/09/2024,Veracruz,14064.05,10,1790,68,22,5709
04/12/2023,Quintana Roo,14065.74,14,1611,82,70,4544
28/02/2024,Hidalgo,14069.97,2,454,17,21,1314
21/09/2024,Yucatán,14074.84,4,1500,63,22,4270
28/10/2023,Guanajuato,14079.9,4,1652,52,52,4115
27/07/2024,Puebla,14083.04,22,2066,91,48,7057
05/09/2023,Sinaloa,14089.42,7,963,46,24,2587
12/11/2023,Coahuila,14099.58,6,1264,67,38,4353
09/04/2024,San Luis Potosí,14099.97,3,688,32,8,2337
20/12/2023,Puebla,14114.74,8,2013,93,86,5296
17/08/2024,Coahuila,14119.93,6,1474,315,295,5359
31/08/2024,Coahuila,14123.98,5,1871,181,160,5262
18/04/2024,Yucatán,14127.88,4,1344,43,22,3590
17/06/2024,Morelos,14129.83,6,797,46,13,2375
26/11/2023,Tamaulipas,14141.2,9,2029,79,47,6263
25/07/2024,Morelos,14142.48,10,727,41,34,2902
01/04/2024,Sinaloa,14159.48,9,2174,59,22,5884
12/06/2024,Guanajuato,14171.69,8,1640,58,29,5107
24/03/2024,Yucatán,14179.31,7,1508,58,31,4620
12/09/2024,Querétaro,14180,3,2090,75,27,5427
20/02/2024,Aguascalientes,14187.99,2,277,11,12,733
13/08/2023,Nuevo León,14198.06,13,3537,118,61,9091
13/07/2024,Veracruz,14199.59,10,3050,95,39,7875
10/06/2024,Campeche,14199.97,1,310,10,8,900
14/06/2024,Nuevo León,14203.34,17,4281,157,72,12470
09/07/2024,Sinaloa,14209.04,7,1768,73,29,4954
16/12/2023,Querétaro,14211.54,11,1499,66,59,3811
11/09/2024,Veracruz,14214.27,14,1727,46,35,4615
02/04/2024,Oaxaca,14219.97,3,433,14,8,1367
05/02/2024,Nuevo León,14242.46,10,3461,158,119,11758
09/09/2024,Querétaro,14259.08,10,2436,109,42,6947
01/03/2024,Yucatán,14262.96,7,1328,57,21,3865
14/01/2024,Nuevo León,14273.08,14,3446,130,107,10468
28/04/2024,Jalisco,14274.41,14,5287,141,73,13528
22/05/2024,Zacatecas,14279.64,4,543,23,26,1521
06/08/2024,Guerrero,14279.78,5,777,23,5,2171
07/12/2023,Hidalgo,14282.72,6,550,26,23,1878
28/09/2024,Jalisco,14288.74,16,6250,276,102,19545
28/12/2023,Veracruz,14293.7,8,1463,78,82,4676
26/08/2024,Quintana Roo,14299.97,3,1899,67,32,4607
22/07/2024,Chihuahua,14300.85,17,2418,149,51,7380
21/07/2024,Quintana Roo,14309.37,11,2095,92,45,6483
18/08/2024,Guanajuato,14319.26,5,2016,69,30,5952
07/03/2024,Guanajuato,14319.91,3,1577,55,20,4116
23/12/2023,Yucatán,14319.97,3,1330,42,27,2839
16/12/2023,Durango,14329.87,3,334,13,13,887
08/10/2023,Chihuahua,14334.41,7,1365,42,14,3846
17/07/2024,Tabasco,14337.28,11,1425,70,28,4987
04/08/2024,Oaxaca,14338.66,5,342,13,7,933
08/08/2023,Jalisco,14339.56,18,3854,148,63,10593
27/08/2024,Zacatecas,14339.84,3,533,23,7,1643
07/03/2024,Jalisco,14348.95,11,4956,185,70,13208
15/12/2023,Hidalgo,14359.87,3,552,23,19,1558
09/11/2023,Michoacán,14364.56,3,817,46,20,2865
29/11/2023,Sinaloa,14374.16,9,1595,64,44,5195
