date,region,sales,orders,total_sessions,total_carts,total_checkouts,total_pageviews
25/11/2023,Sinaloa,6176.57,10,1985,99,48,6176
01/08/2023,Veracruz,6177.68,11,2039,75,40,5553
22/01/2024,Chihuahua,6178.32,6,789,22,12,1977
29/01/2024,Puebla,6178.72,7,1185,32,26,2967
17/02/2024,Nuevo León,6185.26,15,3651,136,104,11833
04/04/2024,Querétaro,6189.69,7,1650,50,20,5093
03/08/2024,Veracruz,6189.83,9,2371,94,28,7374
20/05/2024,Aguascalientes,6192.97,6,752,33,18,2103
21/09/2024,Chihuahua,6193.6,6,1634,80,19,4679
18/05/2024,Tabasco,6196.91,7,1448,63,29,4693
10/08/2023,Querétaro,6197.42,10,1002,42,20,2810
27/06/2024,Puebla,6204.57,7,1504,59,20,4623
01/12/2023,Tamaulipas,6204.66,8,1626,52,33,4595
17/01/2024,Jalisco,6205.78,12,4146,173,121,11807
24/03/2024,Veracruz,6207.89,11,2236,68,24,6359
13/07/2024,Puebla,6209.77,10,1410,48,34,3778
26/07/2024,Chihuahua,6210.96,13,1909,119,53,6395
23/07/2024,Sonora,6214.02,11,2486,174,59,8495
23/09/2024,Guanajuato,6215.91,5,1973,61,34,5850
07/10/2023,Guanajuato,6216.46,8,1469,57,24,4240
27/06/2024,Sinaloa,6219.46,7,1208,52,23,3681
22/07/2024,Michoacán,6222.79,8,2017,109,40,6388
11/12/2023,Querétaro,6228.86,9,1456,57,41,4749
09/07/2024,Michoacán,6229.68,7,1508,60,33,4345
28/04/2024,Coahuila,6229.95,4,1020,28,10,2732
06/08/2023,Michoacán,6231.31,7,806,35,15,2187
13/01/2024,Guanajuato,6234.57,4,1118,36,32,3563
05/09/2024,Chiapas,6238.98,3,914,28,15,2550
08/06/2024,Yucatán,6239.99,5,1068,43,19,3427
01/12/2023,Morelos,6245.36,7,908,44,43,2448
01/06/2024,Veracruz,6249.79,8,1205,57,31,4091
12/11/2023,Aguascalientes,6259.81,7,385,26,22,1533
19/04/2024,Tamaulipas,6272.34,5,1124,25,14,2934
24/06/2024,Michoacán,6272.59,4,848,35,14,3060
31/08/2024,Querétaro,6273.93,11,2161,77,24,5705
29/07/2024,Coahuila,6277.61,7,2124,303,234,7311
28/09/2024,Nayarit,6281.23,2,247,5,1,789
16/09/2024,Chihuahua,6284.45,11,1990,80,32,6000
30/11/2023,Coahuila,6286.78,7,1252,39,41,4137
26/08/2024,Hidalgo,6289.71,3,766,27,3,2169
13/07/2024,Oaxaca,6289.91,6,404,17,6,1372
03/09/2024,Nuevo León,6293.31,12,5778,213,85,15991
15/12/2023,Nuevo León,6296.77,9,4868,192,161,13454
17/05/2024,Coahuila,6298.64,5,2454,77,28,6359
04/08/2024,Baja California Sur,6299.99,1,355,16,5,986
03/08/2024,Zacatecas,6299.99,1,471,19,10,1349
14/09/2024,Yucatán,6300.07,3,1110,25,13,3096
12/11/2023,Tamaulipas,6306.35,6,1234,56,45,4530
01/08/2024,Sonora,6308.48,5,1807,74,22,5192
14/08/2024,Sonora,6309.85,5,1447,62,19,4489
01/05/2024,Chiapas,6309.91,2,532,23,9,1582
31/07/2024,Querétaro,6314.28,9,1688,91,39,5807
12/06/2024,Quintana Roo,6315.15,5,1315,42,23,3503
20/09/2024,Sonora,6319.74,3,1112,43,16,3276
22/05/2024,Tamaulipas,6319.97,3,1693,47,19,4498
16/02/2024,Nuevo León,6324.47,11,3683,132,99,11138
20/05/2024,Chihuahua,6330.85,6,2572,103,33,7016
19/05/2024,Querétaro,6331.33,7,2441,85,38,6788
18/07/2024,Chiapas,6332.94,6,763,41,17,2754
11/06/2024,Jalisco,6334.05,10,4456,172,74,13343
12/07/2024,Chihuahua,6336.62,7,2263,90,40,6172
07/05/2024,Tamaulipas,6337.45,5,1356,34,22,3452
01/04/2024,Zacatecas,6337.45,4,454,11,12,1180
13/04/2024,Chihuahua,6339.88,8,1101,46,22,2989
08/04/2024,Quintana Roo,6349.94,10,1353,70,33,4273
11/09/2024,Coahuila,6350.01,5,1320,184,155,4395
23/06/2024,Jalisco,6352.39,11,3552,150,62,11002
28/05/2024,Querétaro,6361.13,9,788,32,16,2998
26/11/2023,Morelos,6362.52,6,1193,30,20,3722
01/12/2023,Nayarit,6363.04,6,341,14,14,1051
15/10/2023,Yucatán,6364.58,4,1136,47,16,3438
10/04/2024,Quintana Roo,6369.13,6,1198,50,23,4106
17/05/2024,Sonora,6369.52,7,2374,75,28,6595
30/08/2024,Morelos,6369.72,4,1059,33,21,3120
04/03/2024,Nuevo León,6371.48,12,4517,143,67,12490
03/02/2024,Aguascalientes,6374.42,2,277,12,10,960
27/01/2024,San Luis Potosí,6375.95,2,323,12,10,977
29/09/2024,Sinaloa,6376.12,9,1683,70,26,4636
22/03/2024,Coahuila,6380.5,8,1300,45,21,3601
06/08/2023,Puebla,6383.78,6,1144,44,23,3123
31/01/2024,Sinaloa,6387.73,8,917,52,38,3198
02/08/2024,Sinaloa,6389.6,6,1891,89,19,5401
25/04/2024,Yucatán,6389.9,5,1156,48,22,4135
24/06/2024,Sinaloa,6390.23,12,1055,46,17,3507
13/04/2024,Oaxaca,6394.85,3,221,13,10,699
20/08/2024,Baja California,6399.74,4,1519,52,9,4180
25/09/2024,Guerrero,6399.88,2,460,19,5,1420
07/12/2023,Puebla,6401.29,10,1668,68,57,5137
11/04/2024,Puebla,6406.54,6,1619,58,29,4854
14/04/2024,Veracruz,6406.92,8,1890,54,30,5221
15/07/2024,Quintana Roo,6409.82,6,1212,46,19,3560
27/09/2023,Sonora,6413.58,2,676,31,17,2125
20/07/2024,Tabasco,6414.42,10,1419,68,30,4770
07/07/2024,Puebla,6419.72,10,1665,54,28,4739
23/09/2024,Sonora,6419.88,9,1348,62,17,4417
02/08/2024,Morelos,6419.97,2,1116,39,9,3213
18/07/2024,Nayarit,6420.44,8,365,27,10,1431
08/07/2024,Tamaulipas,6424.81,5,1310,42,21,3857
30/09/2024,Aguascalientes,6434.81,2,652,25,11,1679
28/11/2023,Sonora,6435.32,10,1739,74,44,5982
03/07/2024,Tamaulipas,6440.03,7,1488,47,13,3956
08/10/2023,Yucatán,6444.13,7,1054,41,19,3129
25/07/2024,Guanajuato,6447.47,12,1438,76,45,5130
14/01/2024,Baja California,6449.4,2,845,31,22,2499
01/12/2023,Puebla,6450.12,11,2218,93,63,5832
01/12/2023,Baja California,6454.53,5,2434,84,68,6169
09/12/2023,Veracruz,6460.49,7,1931,60,58,5475
24/08/2024,Hidalgo,6469.87,3,668,26,15,2181
05/08/2024,Guanajuato,6471.46,8,2829,87,29,8351
21/02/2024,Veracruz,6478.36,7,1118,34,39,3631
26/02/2024,Nuevo León,6486.94,8,3223,124,103,9863
25/07/2024,San Luis Potosí,6491.09,9,454,34,25,2004
16/08/2024,Chiapas,6499.9,3,586,32,10,1817
24/10/2023,San Luis Potosí,6499.96,2,490,23,13,1490
30/09/2024,Zacatecas,6499.99,1,456,18,4,1238
12/09/2024,Zacatecas,6499.99,1,485,24,7,1192
17/09/2024,Zacatecas,6499.99,1,340,14,2,920
08/07/2024,Oaxaca,6499.99,1,273,15,5,729
14/07/2024,Baja California Sur,6499.99,1,482,16,7,1243
18/09/2024,Zacatecas,6499.99,1,334,6,5,954
24/08/2024,Morelos,6499.99,1,1030,28,18,3372
25/07/2024,Nayarit,6499.99,1,183,9,3,629
13/09/2024,Durango,6499.99,1,312,15,4,816
22/08/2024,Hidalgo,6499.99,1,692,27,12,2015
31/07/2024,Tlaxcala,6499.99,1,302,11,9,892
08/04/2024,Zacatecas,6502.42,4,415,16,16,1095
14/03/2024,Veracruz,6509.8,8,1721,71,34,5521
27/08/2023,Jalisco,6514.65,11,3955,129,52,10643
06/05/2024,Baja California,6518.85,4,1675,50,19,4353
19/07/2024,Baja California,6519.53,6,1897,90,40,5331
24/11/2023,Tamaulipas,6519.71,5,1379,61,44,4783
07/08/2024,Tlaxcala,6519.84,3,320,14,13,1054
28/02/2024,Quintana Roo,6519.91,3,1101,33,22,3090
26/09/2024,Colima,6519.95,4,285,8,10,696
09/09/2024,Sonora,6521.74,9,1695,54,25,4391
08/08/2024,Tlaxcala,6528.2,3,319,10,9,961
15/04/2024,Tamaulipas,6531.8,5,1262,40,15,3931
25/04/2024,Nuevo León,6534.5,9,4851,146,68,14620
07/12/2023,Querétaro,6536.28,9,1544,78,60,4919
24/09/2024,Tamaulipas,6539.84,3,1033,44,9,2920
24/05/2024,Sonora,6540.49,7,896,35,28,2712
19/11/2023,Hidalgo,6541.93,5,901,42,27,3094
16/08/2024,Sinaloa,6559.54,8,1423,52,23,4069
28/01/2024,Veracruz,6561.63,3,1589,53,34,4864
13/08/2024,Aguascalientes,6569.82,4,610,20,11,1894
27/09/2024,Chihuahua,6579.8,8,1322,45,16,4054
20/05/2024,Quintana Roo,6579.88,6,2343,94,31,6250
20/08/2024,Guerrero,6579.94,3,627,22,10,2042
13/07/2024,Quintana Roo,6579.98,3,814,30,11,2340
27/08/2023,Nuevo León,6583.05,11,3570,100,30,8773
21/08/2023,Veracruz,6584.58,8,1994,67,24,5003
05/10/2023,Guanajuato,6588.75,11,1479,56,21,4228
25/09/2024,Querétaro,6588.93,8,1634,71,30,5338
11/12/2023,Sinaloa,6589.45,7,1607,66,57,4843
28/04/2024,Nuevo León,6589.81,8,4836,154,62,12639
21/06/2024,Veracruz,6589.85,11,1447,48,24,4508
03/08/2024,Sonora,6590.02,3,1720,57,29,5161
05/05/2024,Querétaro,6596.65,7,1685,58,18,4558
04/08/2024,Querétaro,6599.72,8,1696,54,23,4488
04/09/2024,Tlaxcala,6599.94,2,324,12,6,843
20/07/2024,San Luis Potosí,6605.55,8,818,29,15,2514
03/08/2024,Querétaro,6619.42,7,1730,73,26,4784
15/12/2023,Tamaulipas,6619.89,6,1109,45,34,3087
17/08/2024,Tabasco,6619.99,2,971,33,14,3014
26/09/2023,Tamaulipas,6621.82,4,598,31,9,1895
28/03/2024,Veracruz,6626.43,10,2004,81,36,6152
22/09/2024,Veracruz,6626.91,10,1871,65,26,5371
02/12/2023,Hidalgo,6632.83,6,769,46,31,2208
05/12/2023,Veracruz,6633.99,13,2887,132,112,8543
12/09/2024,Sonora,6640.87,2,1506,41,21,4227
07/11/2023,Veracruz,6643.89,8,2076,69,44,6549
12/08/2023,Nuevo León,6648.33,11,3340,93,56,8200
11/01/2024,Nayarit,6648.55,1,163,8,2,415
24/07/2024,Sonora,6648.64,15,2692,177,64,10767
05/10/2023,Veracruz,6649.22,7,1949,67,22,5079
11/08/2023,Hidalgo,6653.78,5,414,14,7,1216
09/08/2024,Hidalgo,6653.87,4,696,31,15,2420
28/04/2024,Chihuahua,6654.46,8,1076,37,16,3234
27/06/2024,Chihuahua,6654.82,6,1250,52,25,4116
14/09/2023,Nuevo León,6656.17,11,2436,80,39,6562
23/11/2023,Quintana Roo,6658.86,7,1310,78,62,4564
04/12/2023,Chihuahua,6671.32,9,1789,59,53,5357
19/07/2024,Michoacán,6679.24,8,1960,87,42,6068
02/11/2023,Puebla,6685.12,5,1151,51,26,3652
14/09/2024,Coahuila,6689.95,4,1115,180,159,3473
18/05/2024,Querétaro,6690.57,7,2311,74,32,6328
17/09/2023,Nuevo León,6691.32,13,2558,104,55,7825
03/12/2023,Chihuahua,6691.58,14,1915,68,39,5501
17/10/2023,Puebla,6692.74,5,1252,52,27,4039
15/01/2024,Sinaloa,6693,8,1107,34,35,3389
18/10/2023,Jalisco,6693.01,10,4363,172,71,13636
16/12/2023,Tlaxcala,6695.45,1,218,9,9,493
30/09/2023,Jalisco,6699.06,10,2216,88,47,6870
16/02/2024,Puebla,6699.17,9,1210,59,45,3992
25/06/2024,Querétaro,6699.46,10,1069,50,18,4504
16/08/2024,Guerrero,6699.95,4,645,19,4,1892
08/08/2024,Quintana Roo,6699.97,3,1857,67,25,5592
26/09/2024,Sinaloa,6706.98,10,1418,87,20,4252
01/08/2024,Querétaro,6710.21,12,1947,74,25,5693
04/10/2023,Chiapas,6714.44,5,531,18,9,1406
10/11/2023,Chihuahua,6720.32,13,1338,61,46,4572
26/08/2024,Coahuila,6729.75,3,1797,219,172,5021
17/04/2024,Quintana Roo,6729.94,5,1220,44,25,3544
08/08/2024,Guerrero,6739.71,4,783,24,11,2456
26/03/2024,Nuevo León,6741.26,11,4497,168,58,13136
11/08/2024,Querétaro,6743.96,6,1440,59,21,4294
03/04/2024,Puebla,6746.91,6,2243,80,42,6486
09/04/2024,Querétaro,6747.37,5,1486,61,22,4679
08/06/2024,Durango,6749.97,2,232,6,1,633
24/05/2024,Zacatecas,6749.98,2,220,3,2,564
28/09/2024,Zacatecas,6759.56,3,445,23,6,1355
09/09/2024,Quintana Roo,6759.57,9,2172,70,29,5648
31/08/2024,Puebla,6759.94,4,2549,68,25,6562
28/08/2024,Tamaulipas,6759.99,4,1126,39,11,2927
29/11/2023,Querétaro,6773.58,12,1371,63,49,4834
11/08/2023,Veracruz,6774.04,10,1510,56,31,4104
25/02/2024,Jalisco,6774.89,6,3285,108,85,9820
21/06/2024,Quintana Roo,6779.87,5,1179,46,14,3341
03/08/2024,Tabasco,6779.88,2,1348,37,15,4267
06/05/2024,Coahuila,6779.98,3,1643,71,24,4367
31/08/2023,Querétaro,6783.93,5,796,42,15,2289
31/08/2024,Quintana Roo,6787.13,9,2127,75,31,6063
10/07/2024,Quintana Roo,6789.98,2,1584,57,22,4452
03/12/2023,Guanajuato,6791.26,9,2542,109,69,7230
07/11/2023,Querétaro,6798.7,7,1397,62,37,4464
21/11/2023,Durango,6799.93,6,284,14,10,872
31/05/2024,Veracruz,6799.97,3,1209,43,29,3812
17/09/2024,Nayarit,6799.98,2,198,4,9,605
14/09/2024,Tamaulipas,6800,5,884,30,14,2697
24/08/2024,Colima,6809.83,2,294,15,5,965
26/09/2024,Zacatecas,6809.95,2,464,21,2,1448
19/05/2024,Zacatecas,6811.09,5,608,21,13,1823
03/08/2024,Sinaloa,6812.42,9,1782,76,26,5173
08/07/2024,Querétaro,6821.34,8,1587,54,29,4573
05/09/2024,Zacatecas,6824.94,2,682,16,7,1825
06/02/2024,Nuevo León,6832.15,10,3480,138,107,11102
18/07/2024,Tamaulipas,6832.88,7,1711,79,26,5495
08/09/2024,Chihuahua,6840.06,6,2423,98,33,6888
24/03/2024,Querétaro,6842.41,6,1432,47,17,3818
05/04/2024,Puebla,6843.98,4,2097,57,28,5504
08/10/2023,Jalisco,6846.25,11,4769,167,52,13871
09/08/2024,Aguascalientes,6849.65,4,545,24,16,1520
01/06/2024,Durango,6849.96,3,172,6,3,513
03/12/2023,Querétaro,6852,14,2023,83,57,5733
21/08/2024,Tlaxcala,6854.94,2,293,15,10,835
08/06/2024,Nuevo León,6861.68,10,4010,119,57,11169
23/05/2024,Campeche,6869.72,2,652,27,21,1909
21/07/2024,Sonora,6870.29,8,1947,100,34,6414
04/12/2023,Veracruz,6875.91,13,2938,97,75,8206
24/03/2024,Chihuahua,6876.25,8,2203,95,32,6995
26/05/2024,Guerrero,6879.89,4,400,19,8,1410
04/11/2023,Jalisco,6883.82,9,4258,174,103,13451
07/07/2024,Veracruz,6884.81,10,1715,69,33,5370
13/10/2023,Chiapas,6891.9,3,383,14,6,1181
18/03/2024,Nuevo León,6893.2,10,5843,225,116,18016
05/08/2024,Nayarit,6902.38,2,354,13,15,1122
15/08/2024,Nayarit,6904.81,5,239,7,6,742
29/07/2024,Campeche,6904.93,2,435,24,12,1508
21/11/2023,Querétaro,6905.3,8,1460,58,37,4947
22/09/2024,Yucatán,6914.77,5,1451,63,16,4452
01/04/2024,Tabasco,6914.91,5,1164,43,19,3719
01/08/2024,Campeche,6914.93,2,488,17,12,1639
27/10/2023,Yucatán,6919.17,5,1343,58,42,3802
01/09/2023,Nuevo León,6919.89,7,2747,91,41,7627
22/08/2024,Querétaro,6921.34,7,1568,59,21,4308
18/07/2024,Oaxaca,6922.26,9,442,26,11,1402
05/09/2024,Coahuila,6924.94,2,2316,217,163,6521
15/10/2023,Oaxaca,6928.37,3,196,14,6,703
30/09/2024,Tabasco,6928.95,4,1217,53,18,4147
30/08/2023,Nuevo León,6929.4,10,2311,90,37,6392
20/07/2024,Querétaro,6933.3,6,2237,113,36,6875
18/07/2024,Sinaloa,6936.69,9,2375,109,47,7356
28/06/2024,Baja California Sur,6937.31,2,388,16,6,1129
28/07/2024,San Luis Potosí,6940.34,10,740,48,18,2839
22/09/2024,Campeche,6949.91,3,448,26,10,1432
15/08/2024,San Luis Potosí,6949.95,4,675,29,11,2096
12/07/2024,Tamaulipas,6949.98,2,1555,51,18,4105
09/08/2024,Tabasco,6954.78,3,1359,50,28,4260
07/09/2024,Aguascalientes,6964.79,2,862,29,8,2282
30/11/2023,Querétaro,6971.74,10,1380,54,47,4309
26/07/2024,Sonora,6977.2,14,1991,137,62,7801
24/09/2024,Tlaxcala,6989.88,2,249,10,5,705
26/07/2024,Coahuila,6993.05,16,2147,311,239,8314
17/12/2023,Querétaro,6997.18,8,1604,75,73,4275
12/06/2024,Durango,6999.85,3,254,10,2,645
26/08/2024,Baja California Sur,6999.9,1,370,15,0,1069
04/08/2024,Coahuila,6999.96,3,1613,231,13,4263
13/08/2024,Oaxaca,6999.97,2,324,20,7,1063
01/04/2024,Nayarit,6999.98,2,273,12,3,768
31/08/2024,Hidalgo,6999.98,2,776,31,17,2377
20/04/2024,Campeche,6999.99,1,282,7,4,797
14/04/2024,Colima,6999.99,1,237,4,4,671
29/12/2023,Aguascalientes,6999.99,1,226,9,9,501
21/02/2024,Tlaxcala,6999.99,1,116,14,13,581
14/12/2023,Zacatecas,6999.99,1,366,10,6,988
25/08/2024,Tamaulipas,6999.99,1,1148,21,11,3099
30/01/2024,Oaxaca,6999.99,1,166,5,4,465
01/02/2024,Hidalgo,6999.99,1,516,37,24,1834
30/12/2023,Puebla,6999.99,1,1250,61,51,3322
03/05/2024,Aguascalientes,6999.99,1,467,10,2,1094
22/12/2023,Guerrero,6999.99,1,400,10,9,829
02/02/2024,Querétaro,6999.99,1,781,28,24,2366
06/07/2024,Tlaxcala,6999.99,1,238,10,6,514
25/05/2024,Chiapas,6999.99,1,426,17,10,1366
14/04/2024,Chiapas,6999.99,1,427,16,1,1210
24/12/2023,Quintana Roo,6999.99,1,534,14,12,1101
03/02/2024,Querétaro,6999.99,1,873,46,35,2931
30/03/2024,Aguascalientes,6999.99,1,339,11,6,945
23/02/2024,Aguascalientes,6999.99,1,238,14,12,738
05/02/2024,Michoacán,6999.99,1,673,34,30,2099
26/08/2023,Tamaulipas,6999.99,1,637,14,2,1639
04/02/2024,Campeche,6999.99,1,314,8,9,1123
30/04/2024,Aguascalientes,6999.99,1,402,16,5,1143
18/03/2024,Aguascalientes,6999.99,1,471,29,12,1553
05/02/2024,Zacatecas,6999.99,1,232,15,10,681
18/11/2023,Tlaxcala,6999.99,1,402,21,17,1203
15/12/2023,Colima,6999.99,1,189,8,7,549
24/08/2024,Sonora,6999.99,2,1397,45,16,4221
04/01/2024,San Luis Potosí,6999.99,1,330,9,4,1095
02/03/2024,Tamaulipas,6999.99,1,897,38,13,2540
09/05/2024,Zacatecas,6999.99,1,329,16,4,729
23/02/2024,Campeche,6999.99,1,255,11,14,866
23/04/2024,Morelos,6999.99,1,781,22,6,2207
01/06/2024,Aguascalientes,6999.99,1,209,3,3,663
26/12/2023,Campeche,6999.99,1,170,8,2,576
27/12/2023,Oaxaca,6999.99,1,150,3,1,430
11/03/2024,Campeche,6999.99,1,422,12,7,1253
28/12/2023,Oaxaca,6999.99,1,179,9,5,479
11/02/2024,Puebla,6999.99,1,1020,43,41,3136
18/01/2024,Aguascalientes,6999.99,1,306,15,3,744
12/05/2024,Colima,6999.99,1,201,11,6,517
28/04/2024,Oaxaca,6999.99,1,224,6,2,632
16/04/2024,San Luis Potosí,6999.99,1,632,17,3,1690
04/02/2024,Morelos,6999.99,1,649,17,18,1914
05/06/2024,Zacatecas,6999.99,1,214,6,5,585
27/12/2023,Chiapas,6999.99,1,207,4,4,615
24/12/2023,Nayarit,6999.99,1,129,5,7,336
26/04/2024,Tlaxcala,6999.99,1,168,13,7,604
28/03/2024,Campeche,6999.99,1,243,10,5,767
05/01/2024,Morelos,6999.99,1,539,18,17,1396
17/01/2024,Baja California Sur,6999.99,1,249,12,9,829
20/11/2023,Colima,6999.99,1,333,7,9,910
18/02/2024,Morelos,6999.99,1,527,21,13,1530
28/01/2024,Morelos,6999.99,1,497,13,6,1502
11/03/2024,Sonora,6999.99,1,1801,48,11,4313
24/12/2023,Aguascalientes,6999.99,1,148,6,8,346
16/09/2023,Guerrero,6999.99,1,177,8,4,535
01/03/2024,Guerrero,6999.99,1,556,22,12,1663
09/03/2024,Tlaxcala,6999.99,1,292,5,5,1026
26/01/2024,Michoacán,6999.99,1,655,31,23,2162
19/01/2024,Morelos,6999.99,1,504,16,17,1267
17/03/2024,Sonora,6999.99,1,1268,51,27,3806
02/02/2024,Hidalgo,6999.99,1,410,19,24,1361
11/04/2024,Chiapas,6999.99,1,472,19,6,1407
19/12/2023,Colima,6999.99,1,250,10,11,701
23/04/2024,Oaxaca,6999.99,1,276,6,1,797
25/12/2023,Coahuila,6999.99,1,489,19,18,1179
03/03/2024,Hidalgo,6999.99,1,449,18,6,1195
22/01/2024,Michoacán,6999.99,1,718,36,39,2267
25/12/2023,Chiapas,6999.99,1,163,6,7,448
13/05/2024,Morelos,6999.99,1,1078,23,6,2389
25/01/2024,Chihuahua,6999.99,1,766,19,15,2180
06/02/2024,Morelos,6999.99,1,506,22,19,1612
15/12/2023,Nayarit,6999.99,1,246,9,10,685
04/01/2024,Morelos,6999.99,1,587,26,25,1706
23/01/2024,Guerrero,6999.99,1,309,10,4,698
10/01/2024,Tabasco,6999.99,1,750,31,27,2605
20/08/2024,Durango,6999.99,1,327,16,8,828
28/01/2024,Sonora,6999.99,1,794,19,16,2290
29/02/2024,Colima,6999.99,1,193,9,1,480
22/12/2023,Zacatecas,6999.99,1,295,17,11,804
26/02/2024,Hidalgo,6999.99,1,389,8,10,1274
12/04/2024,Baja California Sur,6999.99,1,360,22,9,1213
20/12/2023,Campeche,6999.99,1,336,13,5,887
11/03/2024,Zacatecas,6999.99,1,473,6,1,964
22/12/2023,Tlaxcala,6999.99,1,219,14,11,557
17/06/2024,Campeche,6999.99,1,303,8,4,838
23/02/2024,Tabasco,6999.99,1,647,20,13,1948
06/02/2024,Tamaulipas,6999.99,1,831,22,18,2478
03/02/2024,Hidalgo,6999.99,1,362,21,18,1229
29/12/2023,Colima,6999.99,1,122,4,3,262
03/06/2024,Michoacán,6999.99,1,744,23,13,2184
06/02/2024,Oaxaca,6999.99,1,185,6,6,526
07/03/2024,San Luis Potosí,6999.99,1,516,18,11,1362
14/05/2024,Colima,6999.99,1,175,7,3,479
29/01/2024,Chiapas,6999.99,1,403,14,11,1202
22/03/2024,Tlaxcala,6999.99,1,202,7,2,545
21/06/2024,Tlaxcala,6999.99,2,167,8,4,567
26/04/2024,Zacatecas,6999.99,1,319,11,3,851
18/12/2023,Tlaxcala,6999.99,1,300,19,15,832
05/01/2024,Tlaxcala,6999.99,1,165,10,5,418
16/09/2023,Morelos,6999.99,1,235,9,1,714
01/01/2024,Zacatecas,6999.99,1,260,4,5,607
18/02/2024,Guerrero,6999.99,1,431,22,17,1285
13/03/2024,Nayarit,6999.99,1,182,9,2,559
31/12/2023,Morelos,6999.99,1,477,14,9,1048
16/05/2024,Colima,6999.99,1,498,35,15,1212
28/02/2024,San Luis Potosí,6999.99,1,369,15,10,1074
25/02/2024,Oaxaca,6999.99,1,176,6,4,631
20/01/2024,Hidalgo,6999.99,1,384,24,18,1388
24/01/2024,Tlaxcala,6999.99,1,155,4,5,409
18/02/2024,Chihuahua,6999.99,1,939,31,26,2702
05/01/2024,Colima,6999.99,1,111,5,4,277
08/01/2024,Oaxaca,6999.99,1,246,8,5,841
22/04/2024,Baja California,6999.99,1,1422,36,14,3586
26/01/2024,Hidalgo,6999.99,2,366,17,18,1264
13/09/2024,Hidalgo,6999.99,1,700,21,7,1870
25/12/2023,Hidalgo,6999.99,1,216,9,8,538
09/01/2024,Sonora,6999.99,1,813,18,14,2419
08/06/2024,Tlaxcala,6999.99,1,236,7,6,573
02/01/2024,Colima,6999.99,1,136,7,7,317
27/12/2023,Durango,6999.99,1,146,2,1,382
09/07/2024,Zacatecas,6999.99,1,463,18,5,1112
18/01/2024,Chiapas,6999.99,1,415,11,12,1224
01/01/2024,Baja California Sur,6999.99,1,240,9,8,547
25/12/2023,Morelos,6999.99,1,332,13,14,863
13/12/2023,Michoacán,6999.99,1,1115,36,29,2877
03/04/2024,Durango,6999.99,1,465,9,5,1188
10/02/2024,Querétaro,6999.99,1,823,38,33,2449
22/03/2024,Nayarit,6999.99,1,196,7,0,634
28/01/2024,Quintana Roo,6999.99,1,780,38,33,2216
07/06/2024,Yucatán,6999.99,1,994,34,14,2696
08/10/2023,Guanajuato,7001.26,10,1451,57,36,4393
10/07/2024,Coahuila,7004.13,10,1872,321,283,6008
02/06/2024,Nuevo León,7019.9,6,3097,84,44,8300
27/10/2023,Aguascalientes,7027.96,3,434,16,8,1267
21/02/2024,Chihuahua,7037.72,4,701,21,26,2454
02/09/2024,Durango,7040,2,381,12,7,938
02/08/2024,Michoacán,7049.25,3,1559,62,18,4300
11/09/2024,Sinaloa,7056.93,6,1280,46,14,3264
29/09/2024,Michoacán,7057.51,4,1329,37,19,3829
05/03/2024,Puebla,7059.26,10,1513,49,24,3921
12/09/2024,Morelos,7074.97,3,1070,26,11,2467
23/09/2024,Michoacán,7074.99,6,1344,60,36,4195
16/10/2023,Sinaloa,7076.42,5,1459,58,22,4206
02/07/2024,Coahuila,7079.7,7,1909,246,208,5777
04/11/2023,Veracruz,7079.76,9,1591,54,35,4864
28/07/2024,Coahuila,7080.76,8,1905,270,219,6749
13/06/2024,Jalisco,7097.02,13,4200,169,74,12793
11/12/2023,Guanajuato,7098.66,10,1700,68,51,5301
09/01/2024,Campeche,7099.98,1,256,10,6,868
02/10/2023,Yucatán,7102.59,6,1654,66,22,4683
21/03/2024,Durango,7103.87,4,319,9,5,727
25/03/2024,Veracruz,7104.58,10,1990,90,38,6367
23/05/2024,Colima,7109.92,3,448,11,8,1116
24/02/2024,Coahuila,7114.98,2,659,22,20,2153
13/04/2024,Chiapas,7116.4,2,447,11,2,1427
19/08/2023,Querétaro,7126.8,11,1265,49,19,3067
15/09/2024,Veracruz,7128.63,6,1463,39,16,4094
30/06/2024,Nuevo León,7128.66,12,5384,204,80,16232
12/08/2024,Chihuahua,7129.14,3,1445,57,15,4399
22/11/2023,Guanajuato,7132.19,13,1757,84,61,6248
20/03/2024,Aguascalientes,7134.98,2,379,14,8,1004
07/11/2023,Yucatán,7135.31,7,1147,49,39,3871
08/08/2024,Chiapas,7139.63,4,697,26,10,2262
17/10/2023,Quintana Roo,7139.72,8,771,16,11,2223
01/08/2024,Oaxaca,7139.88,3,475,24,12,1626
26/12/2023,Quintana Roo,7144.98,2,521,22,23,1637
20/11/2023,Durango,7145.91,3,461,17,19,1255
05/07/2024,Coahuila,7154.89,7,1221,187,157,3651
19/09/2024,Nayarit,7158.89,3,220,8,8,703
21/11/2023,Hidalgo,7159.65,4,598,29,24,2242
23/03/2024,Baja California Sur,7159.98,2,375,9,6,990
12/07/2024,San Luis Potosí,7164.31,10,966,46,15,2628
11/07/2024,Tamaulipas,7174.87,8,1606,65,18,4359
20/08/2023,Jalisco,7179.39,13,5189,189,70,13068
11/07/2024,Tabasco,7179.82,2,1391,36,17,4186
27/11/2023,San Luis Potosí,7183.64,8,970,52,37,3065
03/05/2024,Nuevo León,7184.11,10,7049,179,72,17477
19/07/2024,Hidalgo,7186.59,9,957,56,29,3342
